Accident_Date,Accident_Time,Location,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,Latitude,Longitude
2020-01-24,5:00 PM,MONTREAL RD @ OGILVIE RD (0009279),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.44734799,-75.59419566
2020-01-24,5:15 PM,RICHMOND RD @ HOLLY ACRES RD/NANAIMO DR (0001068),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.34258494,-75.80763987
2020-01-24,5:20 PM,CARP RD btwn THOMAS A. DOLAN PKWY & NORMA LANE (__3ZAZ54),04 - At/near private drive,03 - P.D. only,05 - Turning movement,03 - Snow,05 - Dusk,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,45.3584763,-76.06431802
2020-01-25,7:40 PM,FRANK KENNY RD btwn MCFADDEN RD & RUSSELL RD (__3ZA6IY),01 - Non intersection,03 - P.D. only,01 - Approaching,03 - Snow,07 - Dark,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,45.39654058,-75.39395779
2020-01-25,7:40 PM,HIGHWAY 417 btwn HWY417 IC144 RAMP35 & HWY417 IC144 RAMP25 (__3ZA2QT),01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,45.28451448,-75.95138013
2020-01-04,7:54 PM,MARCH RD btwn MORGAN'S GRANT WAY & TERRY FOX DR (__3ZA3CF),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,45.35061322,-75.92687175
2020-01-25,7:51 PM,STRANDHERD DR btwn WOODROFFE AVE & CRESTWAY DR (__30MO45),01 - Non intersection,03 - P.D. only,04 - Sideswipe,03 - Snow,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,45.27628645,-75.71703679
2020-01-25,7:53 AM,METCALFE ST @ LAURIER AVE (0002231),02 - Intersection related,03 - P.D. only,99 - Other,01 - Clear,03 - Dawn,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.42016309,-75.69509022
2020-01-25,7:54 PM,CONROY RD btwn CONROY RD & ROSEBELLA AVE (__3ZA3S2),01 - Non intersection,03 - P.D. only,01 - Approaching,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,45.35591923,-75.61411513
2020-01-25,7:58 PM,LEITRIM RD btwn 810 W OF HAWTHORNE & BANK ST (__3ZA3SPA),01 - Non intersection,02 - Non-fatal injury,01 - Approaching,05 - Drifting Snow,07 - Dark,04 - Slush,10 - No control,,2,0,0,0,02 - Minor,2,,2,,,45.3353131,-75.58861744
2020-01-25,7:59 AM,BASELINE RD @ WOODROFFE AVE (0002225),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.35150222,-75.76297732
2020-01-25,8:00 AM,HAWTHORNE RD @ LEITRIM RD (0009269),02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.34061305,-75.57823937
2020-01-25,8:00 PM,FALLOWFIELD RD btwn RICHMOND RD & STEEPLE HILL CRES (__3ZA4Y4),01 - Non intersection,02 - Non-fatal injury,01 - Approaching,03 - Snow,07 - Dark,04 - Slush,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,45.26376544,-75.81724003
2020-01-25,8:08 PM,WEST HUNT CLUB RD EB btwn ROYDON PL/SUNDERLAND ST & 545 E OF ROYDON PL (__3ZA3JPA),01 - Non intersection,02 - Non-fatal injury,99 - Other,03 - Snow,07 - Dark,04 - Slush,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,45.33685591,-75.71908683
2020-01-25,8:31 PM,OTTAWA RIVER PKWY @ ISLAND PARK DR (0002127),03 - At intersection,03 - P.D. only,05 - Turning movement,03 - Snow,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.40257554,-75.75274599
2020-01-25,8:39 PM,BANK ST btwn SPRINGHILL RD & DALMENY RD (__3ZA27C),01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,45.17634546,-75.46998339
2020-01-04,8:46 PM,WALKLEY RD btwn HEATHERINGTON RD & 152 E OF HEATHERINGTON RD (__3ZA2LVA),01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,45.37793971,-75.64482594
2020-01-25,9:17 PM,BANK ST @ QUEENSDALE AVE (0009260),03 - At intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,05 - Packed snow,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,45.34760681,-75.62536906
2020-01-25,9:27 PM,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC144 RAMP16 (__3ZA2Q6),01 - Non intersection,02 - Non-fatal injury,07 - SMV other,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,1,0,0,0,01 - Minimal,1,1,,,,45.27925205,-75.96047966
2020-01-25,9:30 PM,RIVERSIDE DR @ WALKLEY RD (0002158),02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,05 - Packed snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.36073905,-75.68794258
2020-01-25,9:30 PM,PRESTON ST btwn GEORGE ST W & ABERDEEN ST (__3ZA3ZV),01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,1,01 - Minimal,1,1,,,,45.40136187,-75.70998287
2020-01-26,1:03 AM,HUNT CLUB RD @ BRIDLE PATH DR/DAZE ST (0008214),03 - At intersection,03 - P.D. only,02 - Angle,03 - Snow,07 - Dark,05 - Packed snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.35157369,-75.65140721
2020-01-26,1:18 AM,STRANDHERD DR btwn FALLOWFIELD RD & MARAVISTA DR (__6NFZTL),01 - Non intersection,03 - P.D. only,04 - Sideswipe,03 - Snow,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,45.27200619,-75.78456174
2020-01-26,1:58 AM,MCCARTHY RD btwn CAHILL DR W & PLANTE DR (__3ZA9CK),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,04 - Freezing Rain,07 - Dark,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,45.35015485,-75.66332541
2020-01-26,1:59 AM,DES EPINETTES AVE @ JEANNE D'ARC BLVD (0004221),02 - Intersection related,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,04 - Slush,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,45.45926483,-75.50997075
2020-01-26,11:20 AM,HIGHWAY 417 btwn HWY417 IC139 RAMP61 & HWY417 IC138 RAMP36 (__3ZA2QS),01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,45.31484284,-75.89644552
2020-01-26,11:31 AM,MICHAEL ST btwn BELFAST RD & NEWMARKET ST (__3ZA1DR),01 - Non intersection,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,45.4124996,-75.62686245
2020-01-04,9:36 AM,HAWTHORNE RD @ HUNT CLUB RD (0007651),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.37403308,-75.59724395
2020-01-26,11:35 AM,HIGHWAY 417 btwn HWY417 IC145 RAMP56 & Continuation of HIGHWAY 417 (__3ZA2Q3),01 - Non intersection,02 - Non-fatal injury,03 - Rear end,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,2,0,0,0,02 - Minor,2,,2,,,45.2789026,-75.96102781
2020-01-26,Unknown,CLEOPATRA DR btwn CAMELOT DR & Continuation of CLEOPATRA DR (__5SP4QN),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,00 - Unknown,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,45.32924143,-75.72695338
2020-01-26,Unknown,CAMBRIDGE ST    N btwn CHRISTIE ST & GLADSTONE AVE (__3ZA0VQ),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,00 - Unknown,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,45.40905309,-75.70547107
2020-01-26,Unknown,ST. DENIS ST btwn STE. ANNE ST & GRANVILLE ST (__3ZA8YR),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,02 - Rain,00 - Unknown,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,45.44103542,-75.65753509
2020-01-26,12:07 AM,MARCH RD btwn TALL FOREST DR & HUNTMAR DR (__3ZA3FN),01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,45.35027617,-75.99866793
2020-01-26,12:25 PM,HIGHWAY 417 btwn HWY417 IC140 RAMP25 & HWY417 IC139 RAMP15 (__4BCLBK),01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,99 - Other,10 - No control,,1,0,0,0,,0,,,,,45.31001029,-75.90371551
2020-01-26,2:03 PM,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC144 RAMP16 (__3ZA2Q6),01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,45.28014152,-75.9590739
2020-01-26,2:25 PM,GEORGE ST @ SUSSEX DR (0002109),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.42626662,-75.69402602
2020-01-26,2:54 PM,IONA ST @ ISLAND PARK DR (0006683),03 - At intersection,03 - P.D. only,02 - Angle,02 - Rain,01 - Daylight,04 - Slush,12 - IPS,01 - Functioning,2,0,0,0,,0,,,,,45.39287709,-75.73945055
2020-01-26,3:00 PM,HUNT CLUB RD @ PIKE ST/MAPLE PARK PRIV (0010869),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.36239374,-75.62565192
2020-01-05,1:15 PM,KETTLEBY ST btwn CAMBRAY LANE & BISHOPS MILLS WAY (__3ZA1I9),04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.3188933,-75.8931009
2020-01-26,3:28 PM,SOUTHVIEW CRES btwn CHESTERTON DR & CHESTERTON DR (__3ZAAV5),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,45.35272404,-75.7276879
2020-01-26,3:55 PM,HUNT CLUB RD @ RIVERSIDE DR (0002237),02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.33460794,-75.69319038
2020-01-26,4:14 PM,HUNT CLUB RD @ PAUL ANKA DR (0008224),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.34301456,-75.67085465
2020-01-26,5:30 PM,IONA ST @ ISLAND PARK DR (0006683),03 - At intersection,03 - P.D. only,02 - Angle,02 - Rain,05 - Dusk,02 - Wet,12 - IPS,01 - Functioning,2,0,0,0,,0,,,,,45.39287709,-75.73945063
2020-01-26,5:34 PM,JOCKVALE RD @ LONGFIELDS DR (0013613),03 - At intersection,03 - P.D. only,05 - Turning movement,02 - Rain,05 - Dusk,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.26340567,-75.73507021
2020-01-26,7:14 AM,BANK ST @ KILBORN AVE/BELANGER AVE (0007208),02 - Intersection related,02 - Non-fatal injury,03 - Rear end,03 - Snow,03 - Dawn,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,45.38378616,-75.67184222
2020-01-26,7:16 PM,CHESTERTON DR/COOLSPRING CRES W @ VIEWMOUNT DR (0000518),02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,04 - Slush,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.34889498,-75.71603488
2020-01-26,7:42 AM,KIRKWOOD AVE @ MERIVALE RD (0002243),03 - At intersection,03 - P.D. only,07 - SMV other,03 - Snow,03 - Dawn,03 - Loose snow,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,45.37718692,-75.73322594
2020-01-26,7:45 AM,HIGHWAY 416 btwn HWY416 IC66 RAMP62 & HWY416 IC72 RAMP24 (__3ZAZMZ),01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,03 - Dawn,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,45.29160541,-75.80000852
2020-01-26,8:00 AM,JOHN CAVANAUGH DR @ CARP RD (0001585),03 - At intersection,03 - P.D. only,05 - Turning movement,03 - Snow,01 - Daylight,03 - Loose snow,02 - Stop sign,00 - Unknown,2,0,0,0,,0,,,,,45.31518812,-75.99922447
2020-01-05,10:55 AM,MARCH RD @ SOLANDT RD (0003172),03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.34285339,-75.91698122
2020-01-26,8:00 AM,RENAUD RD btwn SADDLERIDGE DR & PAGE RD (__3ZA7LV),01 - Non intersection,03 - P.D. only,01 - Approaching,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,45.42940803,-75.51789631
2020-01-26,8:05 AM,OTTAWA RIVER PKWY @ ISLAND PARK DR (0002127),02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.40257551,-75.75274608
2020-01-26,8:50 AM,GRANT CARMAN DR @ MEADOWLANDS DR (0001111),03 - At intersection,03 - P.D. only,02 - Angle,03 - Snow,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,45.35247044,-75.73103293
2020-01-26,9:00 AM,BANK ST btwn MASON ST & MEADOW DR (__3ZA28O),04 - At/near private drive,03 - P.D. only,05 - Turning movement,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,45.27004169,-75.5648758
2020-01-26,9:03 AM,NAVAN RD btwn RENAUD RD & MER BLEUE RD (__3ZA3Y1),01 - Non intersection,03 - P.D. only,01 - Approaching,03 - Snow,01 - Daylight,05 - Packed snow,10 - No control,,2,0,0,0,,0,,,,,45.42582931,-75.48806159
2020-01-26,9:05 PM,CONROY RD @ JOHNSTON RD (0011908),03 - At intersection,02 - Non-fatal injury,02 - Angle,04 - Freezing Rain,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,2,,2,,,45.37336064,-75.62420534
2020-01-26,9:10 AM,STAGECOACH RD btwn OLD STAGECOACH RD & BLANCHFIELD RD (__30LJDU),01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,45.15710943,-75.5695408
2020-01-26,9:34 AM,DONNELLY DR btwn FAIRMILE RD & FOURTH LINE RD (__3ZA30H),01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,45.07263166,-75.64728574
2020-01-26,9:57 AM,NAVAN RD btwn RENAUD RD & MER BLEUE RD (__3ZA3Y1),01 - Non intersection,03 - P.D. only,01 - Approaching,03 - Snow,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,45.42578626,-75.48792707
2020-01-27,1:10 PM,BASELINE RD btwn MCWATTERS RD & ROCKWAY CRES (__3ZA2LT),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,45.34309362,-75.78288643
2020-01-05,Unknown,SHERWAY DR btwn BERKSHIRE WAY & ALDGATE CRES (__3ZAABH),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,45.27419037,-75.76093499
2020-01-27,1:42 AM,BANK ST btwn LESTER RD & PARK LANE (__3ZA28G),01 - Non intersection,02 - Non-fatal injury,07 - SMV other,04 - Freezing Rain,07 - Dark,02 - Wet,10 - No control,,1,0,0,0,01 - Minimal,1,1,,,,45.34219954,-75.62026516
2020-01-27,10:09 PM,BASELINE RD btwn MORLEY BLVD & PRINCE OF WALES DR (__3ZA4JU),01 - Non intersection,03 - P.D. only,04 - Sideswipe,03 - Snow,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,45.37464959,-75.7092325
2020-01-27,10:46 AM,BERTRAND ST btwn VAUGHAN ST & SPRINGFIELD RD (__3ZA8YZ),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,45.44097416,-75.67730373
2020-01-27,11:20 AM,BANK ST @ WALKLEY RD (0011423),02 - Intersection related,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,45.37040765,-75.66330353
2020-01-27,11:25 AM,FINDLAY CREEK DR btwn DEVONWOOD CIRC & BANK ST (__45KVBB),04 - At/near private drive,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,45.31979705,-75.59545595
2020-01-27,11:33 AM,FERNBANK RD btwn GO/KA BOUNDARY & TERRY FOX DR (__4O46UP),01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,02 - Minor,1,,1,,,45.27026209,-75.87559107
2020-01-27,11:35 AM,ARLINGTON AVE @ BANK ST (0007261),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,04 - Slush,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.41019243,-75.69249784
2020-01-27,Unknown,MARGUERITE AVE btwn CARLOTTA AVE & WASHINGTON AVE (__3ZA82C),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,45.42992363,-75.66612888
2020-01-27,12:01 PM,ELGIN ST @ GILMOUR ST (0006953),02 - Intersection related,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.4165494,-75.68926427
2020-01-27,12:43 PM,CATHERINE ST @ KENT ST (0002707),03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.40878851,-75.69378281
2020-01-05,Unknown,BRONSON AVE btwn GILMOUR ST & CHRISTIE ST (__3ZA30C),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.40998263,-75.70490395
2020-01-27,2:35 PM,CARLING AVE WB btwn FOREST ST & CROYDON AVE (__3ZA4V5),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.36277763,-75.78772346
2020-01-27,2:40 PM,GEMINI WAY btwn CENTREPOINTE DR & TURN LANE (__4B3Z5L),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,45.34818902,-75.76813918
2020-01-27,3:03 PM,FIRST AVE btwn PERCY ST & LYON ST S (__3ZA92Y),01 - Non intersection,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,1,0,0,02 - Minor,1,,1,,,45.40198628,-75.6950259
2020-01-27,3:26 PM,HAWTHORNE RD @ HUNT CLUB RD (0007651),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.37403323,-75.59724367
2020-01-27,3:30 PM,ST. JOSEPH BLVD @ JEANNE D'ARC BLVD (0012421),03 - At intersection,03 - P.D. only,04 - Sideswipe,02 - Rain,01 - Daylight,02 - Wet,11 - Roundabout,01 - Functioning,2,0,0,0,,0,,,,,45.46413876,-75.54014135
2020-01-27,3:39 PM,CARLING AVE EB btwn CARLING AVE EB OFF RAMP/OTTAWA RIVER PKWY & TRANSI (__3ZGKXW),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.3644745,-75.78347503
2020-01-27,4:09 PM,SMYTH RD @ GENERAL HOSPITAL E (0008855),03 - At intersection,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.39939329,-75.64781778
2020-01-27,5:26 PM,GROVE AVE btwn GROSVENOR AVE & BANK ST (__3ZA8G8),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,05 - Dusk,05 - Packed snow,10 - No control,,1,0,0,0,,0,,,,,45.39231798,-75.68211924
2020-01-27,5:50 PM,ANDERSON RD @ INNES RD (0004200),02 - Intersection related,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,03 - Obscured,2,0,0,0,,0,,,,,45.42285615,-75.58658804
2020-01-27,5:57 PM,CARLING AVE @ MOODIE DR/JAMES CUMMINGS AVE W (0000158),03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,2,,2,,,45.35351365,-75.84652272
2020-01-05,12:06 PM,REGIONAL ROAD 174 btwn OR174 IC101 RAMP61 & TRIM RD (__3ZA11N),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.49447649,-75.48392088
2020-01-27,6:29 AM,RIVERSIDE DR btwn MOONEY'S BAY PL & WALKLEY RD (__3ZA36Q),04 - At/near private drive,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,45.36300384,-75.6881362
2020-01-27,6:29 AM,STAGECOACH RD btwn FOREST RD & CABIN RD (__3ZA2C3),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,45.17115677,-75.56697506
2020-01-27,6:30 PM,ARGYLE AVE N @ ELGIN ST (0007262),02 - Intersection related,03 - P.D. only,02 - Angle,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.41308291,-75.68623487
2020-01-27,6:45 AM,HIGHWAY 417 btwn HWY417 IC129 RAMP25 & HWY417 IC129 RAMP35 (__3ZAYFR),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,45.35096707,-75.78691814
2020-01-27,6:47 AM,COLONNADE RD    S btwn COLONNADE RD & CONCOURSE GT (__3ZA00D),01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,03 - Loose snow,10 - No control,,1,0,0,1,02 - Minor,1,,1,,,45.34159254,-75.71588628
2020-01-27,7:00 AM,HIGHWAY 417 btwn HWY417 IC126 RAMP61 & HWY417 IC124 RAMP76 (__3ZA2Y2),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.38012314,-75.74414812
2020-01-27,7:19 AM,HAWTHORNE RD btwn BLAIS RD & RIDEAU RD (__3ZA6GZ),01 - Non intersection,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,03 - Dawn,02 - Wet,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,45.32247976,-75.56775172
2020-01-27,7:30 AM,O'CONNOR ST @ WELLINGTON ST (0002234),03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,03 - Dawn,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,2,,2,,,45.42263554,-75.69989823
2020-01-27,7:30 AM,CEDARVIEW RD @ JOCKVALE RD (0000788),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,03 - Dawn,02 - Wet,11 - Roundabout,01 - Functioning,2,0,0,0,,0,,,,,45.27494419,-75.7776705
2020-01-27,7:53 AM,HUNT CLUB RD btwn MOUNTAIN CRES & TURN LANE (__3ZA3HU),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,03 - Dawn,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,45.35212165,-75.65011469
2020-01-05,2:10 AM,JEANNE D'ARC BLVD btwn WILLOW AVE & VINETTE CRES (__3ZA7K5),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,07 - Dark,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,45.48576192,-75.51601708
2020-01-27,8:00 AM,HWY417 IC96 RAMP61 btwn BOUNDARY RD & HIGHWAY 417 (__3ZAY05),01 - Non intersection,03 - P.D. only,03 - Rear end,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,2,0,0,0,,0,,,,,45.35203859,-75.44475444
2020-01-27,8:00 PM,LAURIER AVE @ NICHOLAS ST (0010711),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.42322995,-75.68762317
2020-01-27,8:03 AM,HWY417 IC96 RAMP61 btwn BOUNDARY RD & HIGHWAY 417 (__3ZAY05),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,45.34999314,-75.44272221
2020-01-27,8:25 AM,DES EPINETTES AVE @ JEANNE D'ARC BLVD (0004221),02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,2,,2,,,45.45926488,-75.50997072
